,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,product
122,0,0,0,0,1,0,0,1,1,2,1,Leaf
123,0,0,0,0,1,0,0,0,0,1,1,Leaf
124,2,1,2,2,2,1,2,1,5,3,-2,Leaf
125,0,1,0,2,0,1,0,2,2,0,-2,Leaf
126,1,0,0,0,1,1,0,2,1,3,2,Leaf
127,1,2,0,0,3,0,2,2,1,3,2,Leaf
128,0,0,0,0,1,0,1,0,0,2,2,Leaf
129,0,0,0,0,4,0,0,2,0,5,5,Leaf
130,1,1,0,0,2,0,0,2,2,5,3,Leaf
131,0,1,0,0,3,0,0,2,0,4,4,Leaf
132,2,4,0,0,4,0,3,2,2,9,7,Leaf
133,0,0,0,0,2,0,1,3,1,4,3,Leaf
134,0,1,0,0,1,0,0,0,1,2,1,Leaf
135,0,1,0,0,3,0,0,2,1,3,2,Leaf
136,0,0,0,0,0,0,0,0,0,0,0,Leaf
137,0,3,0,0,3,0,0,0,0,3,3,Leaf
138,0,3,0,1,1,1,0,2,2,4,2,Leaf
139,0,1,0,1,3,0,1,1,0,5,5,Leaf
140,0,2,0,1,3,0,0,4,3,8,5,Leaf
141,1,0,0,0,1,1,0,0,1,3,2,Leaf
142,0,0,0,0,1,0,0,2,0,4,4,Leaf
143,0,1,0,0,2,0,1,1,0,4,4,Leaf
144,0,2,0,0,1,1,1,1,2,2,0,Leaf
145,0,0,0,1,0,0,0,0,1,0,-1,Leaf
146,0,1,0,0,2,1,0,1,1,2,1,Leaf
147,0,1,1,0,2,0,1,2,0,4,4,Leaf
148,0,1,0,0,0,0,0,0,0,1,1,Leaf
149,0,1,0,0,3,0,1,2,1,6,5,Leaf
150,0,3,0,0,4,0,1,6,0,8,8,Leaf
151,0,1,0,0,1,0,0,2,0,4,4,Leaf
152,0,1,0,1,0,0,1,0,0,2,2,Leaf
153,0,1,0,0,1,0,0,2,0,2,2,Leaf
154,0,0,0,0,1,0,0,1,1,1,0,Leaf
155,1,1,0,1,1,1,0,0,1,2,1,Leaf
156,1,3,1,1,4,2,1,3,4,4,0,Leaf
157,0,0,0,0,1,1,0,1,1,2,1,Leaf
158,1,2,0,1,3,1,0,4,3,4,1,Leaf
159,0,0,0,0,2,0,0,0,0,2,2,Leaf
160,0,1,0,0,3,0,0,1,0,3,3,Leaf
161,0,0,0,0,1,0,0,0,0,1,1,Leaf
162,0,1,0,0,2,0,0,2,0,2,2,Leaf
163,0,8,0,2,5,1,3,6,2,13,11,Leaf
164,0,2,0,1,2,0,1,2,3,4,1,Leaf
165,0,0,0,1,1,1,0,0,1,1,0,Leaf
166,0,3,1,1,5,1,1,3,2,6,4,Leaf
167,0,0,0,0,1,1,0,1,3,4,1,Leaf
168,0,2,0,0,2,0,1,1,0,2,2,Leaf
169,1,1,1,1,2,0,1,4,2,5,3,Leaf
170,0,3,0,0,3,0,0,3,1,6,5,Leaf
171,0,0,0,0,1,0,0,0,0,1,1,Leaf
172,2,2,0,1,2,1,0,1,2,3,1,Leaf
173,0,1,0,0,3,0,0,3,0,5,5,Leaf
174,0,2,0,0,3,0,1,2,0,3,3,Leaf
175,0,0,0,0,1,1,0,0,1,2,1,Leaf
176,1,1,1,0,2,0,0,1,1,2,1,Leaf
177,0,1,0,0,1,0,0,1,0,1,1,Leaf
178,0,0,0,0,1,1,0,0,1,1,0,Leaf
179,0,1,0,0,1,0,0,2,0,3,3,Leaf
180,1,7,1,1,4,2,1,6,5,7,2,Leaf
181,4,10,2,4,4,5,2,9,8,18,10,Leaf
182,0,1,0,0,2,1,0,5,2,6,4,Leaf
183,1,1,0,0,1,0,0,2,2,1,-1,Leaf
184,0,1,0,0,3,0,0,1,0,4,4,Leaf
185,0,1,0,0,2,1,0,1,1,3,2,Leaf
186,0,0,0,0,0,0,0,1,1,0,-1,Leaf
187,1,1,0,0,0,0,0,1,3,0,-3,Leaf
188,0,6,0,0,4,0,0,1,0,5,5,Leaf
189,0,0,0,1,3,1,0,1,2,4,2,Leaf
190,0,0,0,0,2,1,0,0,1,2,1,Leaf
191,0,3,0,0,2,0,1,1,0,2,2,Leaf
192,1,2,1,1,3,1,1,3,1,5,4,Leaf
193,0,1,0,0,2,0,0,1,1,3,2,Leaf
194,0,0,0,0,0,0,0,0,0,2,2,Leaf
195,0,3,0,0,3,1,3,3,3,4,1,Leaf
196,0,0,0,0,0,0,0,3,2,1,-1,Leaf
197,1,2,1,3,3,2,1,1,2,3,1,Leaf
198,0,1,0,0,3,0,1,2,0,4,4,Leaf
199,1,5,0,0,4,0,3,8,3,10,7,Leaf
200,0,2,0,0,2,0,1,1,0,2,2,Leaf
201,0,2,0,0,2,0,0,0,0,4,4,Leaf
202,0,3,0,1,2,2,0,2,2,3,1,Leaf
203,0,1,0,1,2,0,1,3,0,2,2,Leaf
204,0,1,0,0,2,1,0,2,1,4,3,Leaf
205,0,1,0,0,1,0,0,0,0,3,3,Leaf
206,1,2,1,1,1,1,0,0,1,1,0,Leaf
207,0,0,0,0,0,0,0,1,0,1,1,Leaf
208,0,1,0,0,2,0,1,2,0,4,4,Leaf
209,0,0,0,0,1,0,0,2,0,4,4,Leaf
210,0,0,0,0,1,0,0,0,0,2,2,Leaf
211,0,1,0,1,2,0,0,2,2,2,0,Leaf
212,0,2,0,0,2,0,1,1,0,2,2,Leaf
213,0,0,0,0,1,1,0,0,0,1,1,Leaf
214,0,1,0,0,1,0,1,1,0,1,1,Leaf
215,0,0,0,0,2,0,0,0,0,2,2,Leaf
216,0,2,0,0,2,0,0,2,0,5,5,Leaf
217,1,0,1,0,0,0,0,1,2,3,1,Leaf
218,0,0,0,0,1,0,0,0,1,1,0,Leaf
219,0,0,0,1,1,0,0,2,1,2,1,Leaf
220,0,1,0,1,1,1,1,2,2,3,1,Leaf
221,0,1,0,0,3,1,1,3,2,4,2,Leaf
222,0,3,0,0,3,0,1,2,0,4,4,Leaf
223,0,1,0,0,2,1,0,2,3,2,-1,Leaf
224,0,1,0,0,1,0,0,1,0,3,3,Leaf
225,0,0,0,0,1,0,1,0,0,1,1,Leaf
226,0,5,0,1,3,0,1,2,0,3,3,Leaf
227,0,5,0,1,4,1,1,3,3,8,5,Leaf
228,0,0,0,0,1,0,0,0,1,1,0,Leaf
229,1,4,0,0,4,1,1,7,4,11,7,Leaf
230,0,1,0,0,2,0,0,1,1,2,1,Leaf
231,0,1,0,0,2,0,1,4,0,5,5,Leaf
232,0,0,0,0,1,0,0,1,1,1,0,Leaf
233,0,2,0,0,2,0,0,1,0,3,3,Leaf
234,0,2,0,0,3,1,0,3,1,4,3,Leaf
235,0,3,0,1,2,1,0,2,2,2,0,Leaf
236,0,1,0,0,2,1,1,1,1,4,3,Leaf
237,0,0,0,1,0,0,2,0,1,1,0,Leaf
238,0,0,0,0,2,0,0,1,0,4,4,Leaf
239,0,1,0,0,1,0,0,0,0,1,1,Leaf
240,0,1,0,0,1,0,0,0,0,2,2,Leaf
241,0,3,0,0,2,1,0,1,2,3,1,Leaf
242,0,2,0,0,2,0,1,3,0,4,4,Leaf
243,0,1,0,0,1,0,0,3,2,3,1,Leaf
244,0,4,1,0,4,0,1,4,1,5,4,Leaf
245,0,5,0,1,3,1,3,2,1,4,3,Leaf
246,0,2,0,0,4,0,0,4,0,5,5,Leaf
247,1,9,1,3,7,2,3,8,8,10,2,Leaf
248,1,2,1,3,3,2,1,6,4,5,1,Leaf
249,0,0,0,0,1,0,0,1,0,2,2,Leaf
250,0,0,0,0,0,0,0,1,1,0,-1,Leaf
251,0,0,0,0,1,1,0,2,1,2,1,Leaf
252,0,2,0,0,3,0,1,5,2,6,4,Leaf
253,0,3,0,0,1,1,0,2,1,1,0,Leaf
254,0,2,0,0,3,0,2,0,0,3,3,Leaf
255,0,1,0,0,0,0,0,0,0,0,0,Leaf
256,0,1,0,0,1,0,1,2,0,2,2,Leaf
257,1,2,0,0,3,0,1,2,2,3,1,Leaf
258,1,0,0,0,1,0,0,3,2,2,0,Leaf
259,0,1,0,0,2,0,0,1,0,4,4,Leaf
260,0,2,0,0,2,0,0,0,1,4,3,Leaf
261,0,1,0,0,1,0,0,1,0,2,2,Leaf
262,0,2,0,2,1,1,0,2,3,5,2,Leaf
263,0,0,0,0,1,0,0,1,1,2,1,Leaf
264,1,2,0,0,2,0,1,1,1,2,1,Leaf
265,0,1,0,0,2,0,0,0,0,5,5,Leaf
266,0,0,0,0,2,0,0,3,0,3,3,Leaf
267,0,0,1,0,1,0,1,2,0,3,3,Leaf
268,0,0,0,0,1,0,0,0,0,1,1,Leaf
269,0,0,0,1,1,0,0,0,0,1,1,Leaf
270,0,1,0,0,2,0,0,0,0,2,2,Leaf
271,0,1,0,0,1,0,0,0,0,3,3,Leaf
272,0,0,0,0,0,0,0,0,0,0,0,Leaf
273,0,0,0,0,1,0,1,2,0,2,2,Leaf
274,0,1,0,0,2,0,1,3,0,4,4,Leaf
275,0,0,0,0,1,0,0,1,1,1,0,Leaf
276,0,2,0,0,1,1,0,1,1,1,0,Leaf
277,0,1,0,0,3,0,1,1,0,5,5,Leaf
278,0,0,0,0,1,0,0,0,0,1,1,Leaf
279,0,1,0,0,1,0,0,2,1,1,0,Leaf
280,0,1,0,0,1,1,1,0,1,2,1,Leaf
281,0,1,0,0,2,0,0,1,1,3,2,Leaf
282,0,0,0,0,2,0,0,1,0,2,2,Leaf
283,0,2,0,0,2,0,0,1,0,2,2,Leaf
284,3,4,0,4,6,8,1,8,10,10,0,Leaf
285,0,0,0,0,0,0,0,1,0,1,1,Leaf
286,0,1,0,0,1,0,0,1,2,1,-1,Leaf
287,0,3,0,0,3,1,2,4,2,10,8,Leaf
288,0,1,0,0,2,0,0,1,1,2,1,Leaf
289,0,1,0,0,2,0,0,2,1,3,2,Leaf
290,1,2,0,0,2,0,0,2,1,5,4,Leaf
291,0,3,0,0,3,0,0,3,1,3,2,Leaf
292,0,1,0,0,2,0,0,3,1,2,1,Leaf
293,0,2,0,0,2,0,2,1,0,2,2,Leaf
294,0,0,0,0,1,0,0,1,1,1,0,Leaf
295,1,0,0,1,1,0,0,0,1,2,1,Leaf
296,0,2,0,0,2,0,1,2,0,4,4,Leaf
297,0,2,0,0,3,0,0,4,1,4,3,Leaf
298,0,0,0,0,1,0,0,0,0,1,1,Leaf
299,1,2,0,1,2,0,1,3,1,5,4,Leaf
300,0,2,0,0,1,0,0,1,1,2,1,Leaf
301,0,0,0,1,1,0,1,1,2,4,2,Leaf
302,0,0,0,0,1,1,0,0,1,1,0,Leaf
303,0,2,0,0,3,0,0,1,0,3,3,Leaf
304,0,0,0,0,2,0,0,1,0,4,4,Leaf
305,5,4,2,3,2,3,2,4,7,8,1,Leaf
306,0,0,0,0,2,0,0,0,2,2,0,Leaf
307,0,1,0,0,1,0,0,2,0,2,2,Leaf
308,0,0,0,0,1,0,0,0,0,1,1,Leaf
309,0,2,0,0,2,0,2,3,0,4,4,Leaf
310,0,1,0,0,2,0,0,2,0,2,2,Leaf
311,0,0,0,0,1,0,0,0,0,1,1,Leaf
312,0,0,0,0,1,0,0,0,0,3,3,Leaf
313,0,0,0,0,0,0,0,0,0,0,0,Leaf
314,0,0,0,0,1,0,0,0,0,1,1,Leaf
315,0,0,0,0,1,0,0,2,0,4,4,Leaf
316,0,1,0,0,2,0,0,1,0,2,2,Leaf
317,0,0,0,0,1,0,0,0,0,1,1,Leaf
318,0,2,0,0,1,0,0,1,0,1,1,Leaf
319,4,9,3,5,4,7,3,7,13,13,0,Leaf
320,0,0,0,0,2,0,0,0,0,2,2,Leaf
321,0,1,0,0,1,0,1,0,0,2,2,Leaf
322,0,0,0,0,1,0,0,0,0,1,1,Leaf
323,0,1,0,0,2,0,0,0,0,3,3,Leaf
324,0,0,0,0,1,0,0,0,0,1,1,Leaf
325,1,4,0,2,3,1,1,1,1,3,2,Leaf
326,0,2,0,0,3,0,0,4,2,4,2,Leaf
327,0,0,0,0,0,0,0,1,0,1,1,Leaf
328,0,0,0,0,1,0,0,1,0,2,2,Leaf
329,0,1,0,0,1,0,1,1,0,1,1,Leaf
330,0,2,0,1,3,1,0,3,1,6,5,Leaf
331,0,0,0,0,1,0,0,0,0,1,1,Leaf
332,3,6,1,2,8,2,5,6,6,9,3,Leaf
333,0,0,0,0,3,0,1,2,0,4,4,Leaf
334,0,1,0,0,4,0,0,1,0,6,6,Leaf
335,0,2,2,0,2,0,0,0,2,2,0,Leaf
336,0,0,0,0,1,0,0,0,0,1,1,Leaf
337,0,0,0,0,1,0,0,0,0,1,1,Leaf
338,0,1,0,0,2,0,0,0,0,3,3,Leaf
339,0,0,0,1,1,0,0,2,1,2,1,Leaf
340,0,1,0,0,2,0,0,1,0,3,3,Leaf
341,0,0,0,0,0,0,0,1,0,1,1,Leaf
342,0,0,0,0,1,0,0,0,1,1,0,Leaf
343,0,3,0,0,5,1,0,4,2,6,4,Leaf
344,0,0,0,0,0,0,0,0,1,1,0,Leaf
345,0,1,0,0,0,0,0,0,0,0,0,Leaf
346,0,0,0,0,2,0,1,1,0,2,2,Leaf
347,0,1,0,0,2,0,0,2,0,3,3,Leaf
348,0,0,0,0,1,0,0,2,2,2,0,Leaf
349,0,0,0,0,1,1,0,1,1,2,1,Leaf
350,0,0,0,0,1,0,0,0,0,2,2,Leaf
351,0,0,0,0,1,0,0,0,0,2,2,Leaf
352,0,2,0,0,1,0,0,0,0,3,3,Leaf
353,0,2,0,1,1,0,0,0,0,4,4,Leaf
354,0,2,0,0,2,0,0,1,0,2,2,Leaf
355,0,1,0,0,1,0,0,1,1,2,1,Leaf
356,0,0,0,0,2,0,0,0,0,2,2,Leaf
357,0,2,0,0,2,1,1,2,3,2,-1,Leaf
358,0,0,0,0,1,0,0,1,1,1,0,Leaf
359,0,0,0,0,1,0,0,1,1,1,0,Leaf
360,0,2,0,0,3,0,2,3,2,5,3,Leaf
361,2,1,3,3,2,4,2,5,6,8,2,Leaf
362,0,0,0,0,2,0,0,1,0,3,3,Leaf
363,0,0,0,0,0,0,0,1,0,2,2,Leaf
364,0,0,0,0,1,0,0,0,0,1,1,Leaf
365,0,0,0,0,1,0,0,0,0,2,2,Leaf
366,0,1,0,0,1,0,0,0,0,1,1,Leaf
367,0,1,0,0,1,0,0,0,1,1,0,Leaf
368,0,0,0,0,1,0,0,3,2,5,3,Leaf
369,0,0,0,0,1,0,0,0,0,1,1,Leaf
370,1,0,0,0,2,0,0,1,2,5,3,Leaf
371,0,0,0,0,2,0,0,2,0,3,3,Leaf
372,0,0,0,0,1,0,0,0,0,1,1,Leaf
373,1,0,0,0,0,1,0,0,2,2,0,Leaf
374,2,4,1,4,2,3,1,5,5,10,5,Leaf
375,4,2,1,4,2,4,1,0,6,2,-4,Leaf
376,0,0,0,0,0,0,0,0,0,0,0,Leaf
377,0,0,0,0,1,0,0,0,0,1,1,Leaf
378,0,1,0,0,2,0,0,1,0,2,2,Leaf
379,1,3,1,2,4,2,2,3,2,8,6,Leaf
380,0,0,0,0,2,0,0,0,0,3,3,Leaf
381,0,0,0,0,1,0,0,0,0,1,1,Leaf
382,0,0,0,0,1,0,0,0,0,1,1,Leaf
383,0,0,0,1,1,1,0,0,1,1,0,Leaf
384,0,0,0,0,1,0,0,0,0,1,1,Leaf
385,0,1,0,0,3,0,0,2,0,4,4,Leaf
386,0,1,0,0,1,0,1,0,0,1,1,Leaf
387,0,0,0,0,1,0,0,0,0,1,1,Leaf
388,0,1,0,0,2,0,1,0,0,2,2,Leaf
389,0,0,0,0,1,0,0,0,0,1,1,Leaf
390,0,1,0,0,1,0,0,0,0,1,1,Leaf
391,0,0,0,0,1,0,0,0,0,1,1,Leaf
392,0,0,0,0,1,0,0,0,0,1,1,Leaf
393,0,0,0,0,1,0,0,0,0,1,1,Leaf
394,1,5,0,3,3,1,3,6,7,9,2,Leaf
395,2,0,2,2,0,3,0,1,4,0,-4,Leaf
396,1,5,1,1,3,2,3,4,5,9,4,Leaf
397,2,2,0,3,0,0,1,0,3,1,-2,Leaf
398,1,7,0,2,5,1,3,6,3,9,6,Leaf
399,0,2,0,1,3,1,0,4,2,4,2,Leaf
400,0,2,1,0,2,0,1,1,1,3,2,Leaf
401,0,1,0,0,1,0,0,0,0,1,1,Leaf
402,0,5,0,0,4,0,3,2,0,6,6,Leaf
403,0,6,0,0,5,0,1,6,1,7,6,Leaf
404,0,3,1,0,3,0,1,2,1,4,3,Leaf
405,1,4,0,1,1,0,0,5,2,8,6,Leaf
406,1,3,1,0,2,1,1,2,2,2,0,Leaf
407,1,1,0,0,2,0,1,3,2,2,0,Leaf
408,3,7,2,3,3,2,2,4,11,10,-1,Leaf
409,0,6,0,1,5,0,1,4,0,7,7,Leaf
410,3,7,1,2,4,2,2,5,7,7,0,Leaf
411,0,0,0,0,1,0,1,3,1,3,2,Leaf
412,0,2,0,0,2,0,1,1,0,2,2,Leaf
413,0,0,0,0,0,0,0,0,0,0,0,Leaf
414,1,1,1,1,2,1,1,2,2,4,2,Leaf
415,0,1,0,0,0,0,0,0,0,0,0,Leaf
416,2,3,1,3,3,3,2,6,5,5,0,Leaf
417,2,3,1,0,3,0,3,4,2,5,3,Leaf
418,0,1,0,2,0,1,2,1,1,3,2,Leaf
419,2,1,1,0,1,2,0,1,4,4,0,Leaf
420,0,0,0,0,0,0,1,0,0,0,0,Leaf
421,2,2,2,2,2,2,2,4,4,9,5,Leaf
422,1,0,1,0,0,1,0,0,1,1,0,Leaf
423,0,6,0,1,3,2,1,3,4,4,0,Leaf
424,0,1,0,0,1,0,0,0,0,2,2,Leaf
425,0,1,0,0,0,0,0,1,0,1,1,Leaf
426,0,2,0,0,1,1,0,3,3,4,1,Leaf
427,0,0,0,0,0,0,0,2,1,1,0,Leaf
428,5,2,2,4,4,4,1,10,8,14,6,Leaf
429,0,0,1,0,1,2,0,0,2,1,-1,Leaf
430,1,2,0,1,3,0,0,4,1,8,7,Leaf
431,1,1,0,0,2,1,1,0,1,4,3,Leaf
432,1,4,0,0,1,1,2,2,4,1,-3,Leaf
433,0,1,0,0,1,1,0,3,3,5,2,Leaf
434,0,3,0,2,2,1,0,5,2,7,5,Leaf
435,0,3,0,0,2,0,1,2,0,4,4,Leaf
436,1,0,0,1,1,1,0,2,2,3,1,Leaf
437,0,0,0,0,1,0,0,0,1,2,1,Leaf
438,1,1,1,0,1,0,1,1,1,2,1,Leaf
439,0,0,0,0,0,0,0,0,0,0,0,Leaf
440,0,0,0,0,1,0,0,0,0,1,1,Leaf
441,0,8,0,0,5,2,2,6,2,8,6,Leaf
442,0,2,0,0,1,2,1,3,5,2,-3,Leaf
443,0,2,0,1,3,1,1,5,2,4,2,Leaf
444,0,0,0,0,1,0,0,0,0,1,1,Leaf
445,1,4,0,1,4,1,2,2,1,6,5,Leaf
446,0,2,0,1,3,3,0,3,3,6,3,Leaf
447,0,3,0,0,3,1,2,6,1,5,4,Leaf
448,1,1,1,1,0,2,1,1,2,1,-1,Leaf
449,1,3,1,1,0,0,0,2,2,5,3,Leaf
450,0,1,0,0,2,2,0,6,4,8,4,Leaf
451,0,5,1,1,5,1,2,3,2,5,3,Leaf
452,0,0,0,1,1,0,1,3,2,1,-1,Leaf
453,2,0,1,0,0,0,0,0,2,0,-2,Leaf
454,0,1,0,0,3,0,0,4,1,5,4,Leaf
455,0,0,0,0,1,0,0,1,0,4,4,Leaf
456,0,1,0,0,3,1,1,5,0,9,9,Leaf
457,0,2,1,3,3,2,2,5,6,8,2,Leaf
458,0,0,0,0,0,0,0,2,0,2,2,Leaf
459,0,1,0,0,2,1,1,2,0,3,3,Leaf
460,0,1,0,1,0,1,0,0,1,1,0,Leaf
461,2,3,2,2,2,3,1,3,4,7,3,Leaf
462,0,3,0,1,2,2,1,5,5,9,4,Leaf
463,1,0,0,0,0,0,0,0,1,1,0,Leaf
464,0,7,1,1,6,2,3,7,3,10,7,Leaf
465,0,0,0,0,1,0,0,0,0,1,1,Leaf
466,0,0,0,0,1,0,0,0,0,1,1,Leaf
467,2,4,0,1,3,1,1,2,2,6,4,Leaf
468,0,1,0,0,1,1,0,3,2,4,2,Leaf
469,0,1,0,0,1,0,0,2,0,3,3,Leaf
470,1,3,0,0,1,0,0,4,2,6,4,Leaf
471,0,2,1,0,3,0,1,2,1,5,4,Leaf
472,2,1,1,0,0,1,0,1,2,6,4,Leaf
473,0,4,0,1,3,4,0,2,4,7,3,Leaf
474,0,2,0,0,1,1,0,3,1,3,2,Leaf
475,0,1,0,1,2,1,0,2,2,5,3,Leaf
476,2,5,3,2,4,3,3,5,8,10,2,Leaf
477,0,1,0,0,0,0,1,3,1,3,2,Leaf
478,0,2,0,0,3,0,1,4,0,6,6,Leaf
479,2,2,0,1,4,1,0,4,2,7,5,Leaf
480,1,3,0,0,2,0,1,4,3,5,2,Leaf
481,0,3,0,0,4,2,3,3,0,5,5,Leaf
482,0,1,0,0,2,0,1,4,1,7,6,Leaf
483,0,0,0,0,1,0,0,0,0,1,1,Leaf
484,0,1,0,0,0,1,0,1,2,3,1,Leaf
485,1,0,0,0,0,0,0,2,1,2,1,Leaf
486,0,0,0,0,0,1,0,0,1,0,-1,Leaf
487,0,4,1,0,4,0,1,4,3,4,1,Leaf
488,0,2,0,0,1,0,0,2,2,2,0,Leaf
489,0,3,0,0,4,3,2,6,3,8,5,Leaf
490,2,2,1,2,3,3,1,2,5,7,2,Leaf
491,0,2,0,0,3,0,0,6,0,8,8,Leaf
492,1,0,0,0,1,1,1,0,3,1,-2,Leaf
493,1,2,0,2,3,0,0,6,3,5,2,Leaf
494,1,3,0,2,3,0,1,4,4,4,0,Leaf
495,0,1,1,0,3,1,0,2,3,4,1,Leaf
496,2,2,1,1,3,3,2,5,4,9,5,Leaf
497,6,5,2,3,4,2,5,7,10,12,2,Leaf
498,2,1,0,1,2,1,1,3,3,6,3,Leaf
499,2,2,0,0,2,1,0,0,2,3,1,Leaf
500,1,1,0,0,0,0,0,1,1,1,0,Leaf
501,0,0,0,0,1,0,0,0,0,1,1,Leaf
502,0,1,0,0,1,1,0,3,4,3,-1,Leaf
503,0,1,0,0,3,0,0,4,2,5,3,Leaf
504,2,4,2,5,3,5,2,8,6,9,3,Leaf
505,0,1,0,0,2,0,0,3,2,4,2,Leaf
506,1,1,0,0,1,0,1,1,1,2,1,Leaf
507,0,0,0,0,0,0,0,1,0,2,2,Leaf
508,0,1,0,0,2,0,0,0,0,2,2,Leaf
509,6,6,3,1,4,4,2,6,6,11,5,Leaf
510,0,3,0,0,1,0,0,2,0,2,2,Leaf
511,1,5,0,2,2,0,1,4,3,6,3,Leaf
512,0,2,0,0,2,1,0,2,1,4,3,Leaf
513,2,3,0,1,1,0,1,2,4,4,0,Leaf
514,0,0,0,0,0,0,0,0,0,0,0,Leaf
515,0,1,0,0,2,0,0,2,1,3,2,Leaf
516,0,2,1,1,4,0,2,5,2,14,12,Leaf
517,0,0,0,0,1,0,0,0,0,1,1,Leaf
518,2,2,1,2,2,1,2,2,2,6,4,Leaf
519,2,1,1,0,0,1,0,0,2,1,-1,Leaf
520,0,2,0,0,2,0,1,2,0,4,4,Leaf
521,1,0,0,0,1,0,0,1,2,1,-1,Leaf
522,0,1,0,0,2,0,0,2,0,3,3,Leaf
523,0,1,0,1,1,1,1,1,1,2,1,Leaf
524,2,0,1,1,0,1,0,1,3,4,1,Leaf
525,0,5,0,0,3,1,1,7,2,10,8,Leaf
526,2,0,0,0,2,1,0,3,4,9,5,Leaf
527,1,2,0,2,2,2,1,1,2,4,2,Leaf
528,0,0,0,0,1,0,0,1,0,3,3,Leaf
529,0,5,0,3,4,1,4,7,3,12,9,Leaf
530,1,1,2,2,1,2,1,1,3,2,-1,Leaf
531,1,1,3,2,2,2,2,5,3,3,0,Leaf
532,0,7,0,1,6,2,3,5,6,11,5,Leaf
533,0,2,0,0,1,0,0,1,0,1,1,Leaf
534,0,2,0,1,2,0,1,2,0,3,3,Leaf
535,0,2,0,0,1,0,0,1,1,1,0,Leaf
536,0,2,0,1,2,2,0,8,3,7,4,Leaf
537,0,0,0,0,0,0,0,1,1,0,-1,Leaf
538,0,2,0,0,4,0,0,5,0,5,5,Leaf
539,1,2,0,0,1,0,3,3,4,5,1,Leaf
540,1,3,0,1,3,1,1,5,4,5,1,Leaf
541,0,2,1,0,2,0,1,3,1,3,2,Leaf
542,0,2,0,1,2,0,0,5,4,6,2,Leaf
543,0,1,0,0,1,0,1,0,0,1,1,Leaf
544,0,2,0,0,2,2,0,2,2,2,0,Leaf
545,0,6,2,1,5,1,2,3,3,5,2,Leaf
546,0,2,0,0,1,0,0,2,0,3,3,Leaf
547,1,2,0,2,1,1,1,3,4,3,-1,Leaf
548,0,6,0,1,6,0,1,4,2,10,8,Leaf
549,0,0,0,0,1,0,0,0,0,1,1,Leaf
550,0,0,0,1,0,1,0,0,1,0,-1,Leaf
551,2,2,2,2,2,1,2,2,3,5,2,Leaf
552,1,0,0,0,3,0,0,2,1,4,3,Leaf
553,0,6,0,3,5,4,1,8,7,11,4,Leaf
554,0,1,0,0,4,0,0,3,0,4,4,Leaf
555,0,1,0,0,1,0,0,1,2,2,0,Leaf
556,2,3,1,1,3,2,2,3,3,6,3,Leaf
557,0,1,0,1,0,2,0,0,2,0,-2,Leaf
558,1,0,0,0,3,0,0,2,1,3,2,Leaf
559,0,4,0,0,5,1,1,7,3,9,6,Leaf
560,1,3,1,0,3,1,1,3,2,6,4,Leaf
561,0,4,0,1,3,0,1,1,1,4,3,Leaf
562,5,10,3,6,8,4,5,12,12,24,12,Leaf
563,1,3,0,2,4,3,0,5,3,8,5,Leaf
564,1,3,1,0,5,2,1,3,1,8,7,Leaf
565,0,0,0,0,0,0,1,0,0,1,1,Leaf
566,0,0,0,0,1,0,0,0,0,1,1,Leaf
567,0,0,0,0,1,1,0,2,3,1,-2,Leaf
568,3,0,2,3,0,4,1,3,5,3,-2,Leaf
569,0,1,0,1,2,0,1,3,1,5,4,Leaf
570,0,3,0,0,2,1,1,3,1,4,3,Leaf
571,1,4,1,2,4,1,1,4,2,5,3,Leaf
572,4,6,2,3,3,1,2,6,7,9,2,Leaf
573,0,2,0,0,3,0,1,2,1,4,3,Leaf
574,1,2,0,0,1,0,0,1,2,1,-1,Leaf
575,1,2,0,0,1,2,1,2,2,2,0,Leaf
576,0,3,0,0,2,0,0,2,1,4,3,Leaf
577,0,1,1,1,1,0,0,2,3,1,-2,Leaf
578,0,0,0,0,1,0,0,0,1,1,0,Leaf
579,0,0,1,0,0,1,0,1,1,2,1,Leaf
580,0,4,1,0,3,2,1,4,4,7,3,Leaf
581,1,3,1,1,3,3,1,3,5,4,-1,Leaf
582,0,0,0,0,0,0,0,0,0,0,0,Leaf
583,0,0,0,0,1,0,0,1,1,3,2,Leaf
584,1,1,0,1,0,1,0,0,2,0,-2,Leaf
585,0,1,1,0,3,0,2,2,0,4,4,Leaf
586,1,3,1,1,4,1,2,2,2,7,5,Leaf
587,0,3,0,0,3,1,1,4,0,4,4,Leaf
588,1,2,1,1,3,0,0,3,3,3,0,Leaf
589,1,0,0,0,0,0,0,1,2,0,-2,Leaf
590,1,1,1,1,1,1,0,5,4,7,3,Leaf
591,0,5,0,0,2,0,1,1,0,4,4,Leaf
592,0,1,0,0,2,0,0,2,1,3,2,Leaf
593,0,2,0,0,2,0,0,2,0,3,3,Leaf
594,1,2,1,2,1,1,1,2,1,2,1,Leaf
595,0,3,0,0,2,0,0,2,1,7,6,Leaf
596,0,1,0,0,1,0,0,1,0,3,3,Leaf
597,2,5,2,2,3,1,1,4,5,8,3,Leaf
598,3,3,1,0,2,1,0,3,3,3,0,Leaf
599,1,4,0,0,0,1,1,3,2,5,3,Leaf
600,0,0,0,0,0,0,0,2,1,1,0,Leaf
601,0,4,1,0,2,0,1,5,0,4,4,Leaf
